,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
146979,73759,Laxmirani Majhi,F,27.0,161.0,56.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
146983,73763,Nobuhle Majika,F,25.0,159.0,53.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
146984,73764,Rafa Majka,M,26.0,173.0,61.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Bronze
147010,73779,Amel Majri,F,23.0,164.0,54.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
147058,73800,Iakob Makarashvili,M,30.0,174.0,80.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
147097,73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
147098,73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold
147116,73835,Meri Kristiina Mkel,F,23.0,185.0,68.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,
147128,73842,Satu Mkel-Nummela,F,45.0,169.0,63.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,
147134,73847,Mammello Makhabane,F,28.0,159.0,53.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
147153,73857,Taoufik Makhloufi,M,28.0,170.0,67.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Silver
147154,73857,Taoufik Makhloufi,M,28.0,170.0,67.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Silver
147168,73864,Bilyal Valeryevich Makhov,M,28.0,200.0,125.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
147216,73886,Yukio Makino,M,36.0,184.0,78.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
147235,73900,Rutendo Makore,F,23.0,165.0,68.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
147236,73901,Kamongwa Salukombo Makorobondo,M,27.0,,,Congo (Kinshasa),COD,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
147238,73903,Sheila Makoto,F,26.0,158.0,59.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
147244,73908,Semyon Vladimirovich Makovich,M,21.0,180.0,76.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
147274,73919,Krzysztof Maksel,M,25.0,181.0,80.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,
147275,73919,Krzysztof Maksel,M,25.0,181.0,80.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,
147285,73925,Anastasiya Ivanovna Maksimova,F,25.0,170.0,50.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
147304,73930,Ivana Maksimovi-Anui,F,26.0,161.0,51.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
147305,73930,Ivana Maksimovi-Anui,F,26.0,161.0,51.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
147318,73936,Saidi Juma Makula,M,22.0,,54.0,Tanzania,TAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
147329,73939,Isaac Makwala,M,29.0,185.0,78.0,Botswana,BOT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
147330,73939,Isaac Makwala,M,29.0,185.0,78.0,Botswana,BOT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
147336,73945,Romana Malov,F,29.0,164.0,56.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
147347,73952,Hedaya Ahmad Malak Wahba,F,23.0,174.0,57.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Bronze
147369,73963,Meli Malani,M,19.0,,94.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
147400,73977,Elas Javier Malav Burgos ,M,26.0,180.0,87.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,
147401,73978,Sonia Malavisi,F,21.0,172.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
147447,74000,Erwin Len Maldonado Saavedra,M,33.0,174.0,70.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,
147520,74024,Repo Terciuos Malepe,M,19.0,179.0,65.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
147525,74029,Tijana Maleevi,F,25.0,185.0,78.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
147531,74032,Angela Malestein,F,23.0,173.0,66.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
147582,74051,"Stephanie Hana ""Steph"" Malherbe",F,20.0,162.0,59.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
147601,74057,Jacob Maliekal,M,25.0,172.0,72.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,
147616,74065,Monika Malik,F,22.0,162.0,51.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
147624,74069,Sakshi Malik,F,23.0,162.0,58.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
147670,74097,Anna Maliszewska,F,23.0,186.0,80.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,
147694,74108,Vladimir Vadimovich Malkov,M,30.0,188.0,79.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,
147702,74113,Blai Mallarach Gel,M,28.0,187.0,87.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
147703,74114,Kamal Aldin Mallash,M,24.0,180.0,80.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
147714,74120,Grgory Mallet,M,32.0,196.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
147734,74130,Auriane Mallo,F,22.0,180.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",
147735,74130,Auriane Mallo,F,22.0,180.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",
147745,74135,"Martilou ""Marti"" Malloy",F,30.0,161.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
147821,74177,Maggie Malone,F,22.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
147826,74181,"Alexandra Maria ""Alex"" Maloney",F,24.0,158.0,56.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Silver
147838,74187,Dival Forele Malonga Dzalamou,M,21.0,,,Congo (Brazzaville),CGO,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,
147842,74189,Nick Malouf,M,23.0,186.0,95.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
147846,74193,Anna Nikolayevna Malova,F,26.0,175.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
147850,74197,Joe Maloy,M,30.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
147907,74221,Darya Nikolayevna Malygina,F,22.0,202.0,82.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
147912,74224,Anna Aleksandrovna Malyshchik (Zinchuk-),F,22.0,175.0,90.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,
147924,74231,Luise Malzahn,F,26.0,177.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,
147965,74252,Marko Mami,M,22.0,202.0,109.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
147970,74256,Yuka Mamiya,F,26.0,185.0,74.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
147976,74261,Patrcia Mbengani Bravo Mamona,F,27.0,167.0,60.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,
147979,74264,Mariya Ruslanovna Mamoshuk,F,23.0,163.0,65.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
147981,74266,Mariama Mamoudou Ittatou,F,19.0,169.0,64.0,Niger,NIG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
147990,74270,Margarita Abdullayevna Mamun,F,20.0,170.0,50.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
148004,74276,Noura Mana,F,18.0,170.0,62.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
148027,74290,Elijah Motonei Manangoi,M,23.0,182.0,64.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
148030,74293,Matteo Manassero,M,23.0,183.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,
148032,74294,Florent Manaudou,M,25.0,199.0,99.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Silver
148033,74294,Florent Manaudou,M,25.0,199.0,99.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
148051,74301,Devon Manchester,M,26.0,178.0,78.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
148122,74320,Elisabeth Victoire Mandaba,F,27.0,163.0,53.0,Central African Republic,CAF,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
148129,74325,Talent Mandaza,F,30.0,158.0,60.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
148149,74338,Claudia Mandia,F,23.0,170.0,74.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
148150,74338,Claudia Mandia,F,23.0,170.0,74.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
148153,74340,Duan Mandi,M,22.0,202.0,105.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
148157,74342,Milica Mandi,F,24.0,180.0,72.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,
148240,74375,Carlos Manuel Cardoso Man,M,22.0,185.0,80.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
148247,74380,Oana Andreea Manea,F,31.0,177.0,78.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
148250,74382,Jutatip Maneephan,F,28.0,157.0,57.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
148257,74387,Davide Manenti,M,27.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
148273,74397,Valentino Manfredonia,M,26.0,180.0,81.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,
148306,74414,Vincenzo Mangiacapre,M,27.0,171.0,64.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
148358,74441,Marta Elisabet Mangu Gonzlez,F,33.0,170.0,75.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
148368,74445,Krisztin Pter Manhercz,M,19.0,191.0,91.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
148423,74467,Itzel Adilene Manjarrez Bastidas,F,26.0,171.0,49.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,
148448,74477,Alyssa Manley,F,22.0,158.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
148460,74485,John Devlin Mann,M,31.0,199.0,113.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
148549,74526,Ari Pekka Mannio,M,29.0,185.0,100.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
148611,74539,Yukari Mano,F,22.0,152.0,53.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
148705,74581,"Robert ""Robbie"" Manson",M,26.0,188.0,89.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,
148712,74587,Reem Mansour,F,22.0,169.0,76.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
148721,74591,Abderrahmane Mansouri,M,21.0,173.0,66.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
148746,74608,Simon Douglas Mantell,M,32.0,184.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
148782,74621,Panagiotis Mantis,M,34.0,180.0,65.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Bronze
148810,74633,Darcina-Rose Manuel,F,23.0,162.0,57.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
148812,74635,Huriana Manuel,F,29.0,166.0,65.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
148816,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Silver
148817,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Gold
148818,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
148819,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
148826,74644,Maksim Manukyan,M,28.0,177.0,86.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
148840,74652,Luvo Manyonga,M,25.0,,,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Silver
148844,74654,Gyuzel Tagirovna Manyurova,F,38.0,174.0,75.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Silver
148859,74664,Elios Manzi,M,20.0,155.0,60.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,
148877,74675,Mao Feilian,M,23.0,185.0,74.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,
148885,74678,Mao Yi,F,16.0,151.0,35.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
148886,74678,Mao Yi,F,16.0,151.0,35.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
148887,74679,Gaone Leaname Maotoanong,M,25.0,170.0,70.0,Botswana,BOT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
148898,74686,Camalddin Maqomedov,M,27.0,186.0,125.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
148912,74697,Oliver Marach,M,36.0,185.0,78.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
148940,74710,Mahdi Marandi,M,30.0,172.0,69.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
148951,74713,Joanna de Albuquerque Maranho Bezerra de Melo,F,29.0,173.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
148952,74713,Joanna de Albuquerque Maranho Bezerra de Melo,F,29.0,173.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
148953,74713,Joanna de Albuquerque Maranho Bezerra de Melo,F,29.0,173.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
148969,74717,Vlasis Maras,M,33.0,160.0,52.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
149003,74735,Daiene Maral Dias,F,27.0,159.0,55.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
149004,74736,Palmira Cristina Maral,F,32.0,174.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
149007,74738,Csar Mervin Marcano Snchez,M,28.0,177.0,76.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,
149008,74738,Csar Mervin Marcano Snchez,M,28.0,177.0,76.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,
149077,74776,Kathrin Marchand,F,25.0,183.0,69.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
149091,74782,Katy Louise Marchant,F,23.0,170.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,Bronze
149092,74783,Lanni Marchant,F,32.0,155.0,48.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",
149093,74783,Lanni Marchant,F,32.0,155.0,48.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
149119,74798,Illia Vasylovych Marchenko,M,28.0,185.0,78.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
149120,74798,Illia Vasylovych Marchenko,M,28.0,185.0,78.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
149125,74801,Veronika Serhivna Marchenko,F,23.0,157.0,48.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
149126,74801,Veronika Serhivna Marchenko,F,23.0,157.0,48.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
149169,74821,Nathalie Nicole Viviane Marchino Urrutia,F,35.0,170.0,63.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
149184,74832,Stefano Raffaele Marcia,M,22.0,178.0,80.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
149235,74859,Matteo Marconcini,M,26.0,185.0,81.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
149239,74861,Maria Elisabetta Marconi,F,31.0,159.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,
149296,74895,Sajjad Mardani,M,28.0,198.0,96.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,
149304,74900,Khadija Al-Mardi,F,25.0,183.0,75.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,
149306,74902,Yusra Mardini,F,18.0,157.0,53.0,Refugee Olympic Athletes,ROT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
149307,74902,Yusra Mardini,F,18.0,157.0,53.0,Refugee Olympic Athletes,ROT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
149382,74929,Igor Mareni,M,30.0,173.0,70.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Gold
149385,74930,Yekaterina Aleksandrovna Marennikova,F,34.0,176.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
149401,74937,Sven Maresch,M,29.0,173.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
149412,74942,Cyrille Maret,M,28.0,189.0,108.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze
149423,74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
149424,74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
149454,74958,Vladimir Margaryan,M,25.0,172.0,69.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
149461,74964,Deividas Margeviius,M,21.0,187.0,80.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
149463,74965,Serghei Marghiev,M,23.0,195.0,97.0,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,
149466,74966,Zalina Marghiev (-Petrivskaya),F,28.0,174.0,80.0,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,
149468,74967,Marina Marghiev-Nicienco,F,30.0,186.0,82.0,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,
149506,74989,Vazha Margvelashvili,M,22.0,167.0,66.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
149507,74990,Ilona Marhele,F,30.0,164.0,50.0,Latvia,LAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
149526,75001,Guor Marial (-Mading Miaker),M,32.0,180.0,60.0,South Sudan,SSD,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
149538,75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
149539,75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
149540,75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
149541,75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
